,RA,DEC,Region,F115,F150,F200,F277,F356,F410,F444,F606,F814,F105,F125,F140,F160,F115_ERROR,F150_ERROR,F200_ERROR,F277_ERROR,F356_ERROR,F410_ERROR,F444_ERROR,F606_ERROR,F814_ERROR,F105_ERROR,F125_ERROR,F140_ERROR,F160_ERROR,Pointing,Object,Former_Names,X,Y,PHOTOM_RED_SHIFT,Min_Chi2,Lowest_Chi2,Lowest_Chi2_Z,EW,EW277,Area,Shape,Spikes,Dust,Blue,Pure Shape,Tier,ZEEL,Cont,Spike,mass,restU,restB
455,214.81701513447788,52.82836266381132,2,66.64182069142672,57.660339912266245,63.424796729081,114.27256236358754,71.08778940777489,45.00656274743457,38.68256656277557,15.850898281446115,62.10147562550373,55.86122967752,45.097990917822735,86.76250718566516,64.50947448313663,2.7994032083782447,3.361461373172282,3.021870529829603,2.4263383185789906,2.105494146803724,3.515248115263739,3.3034803801306105,3.63288499662485,4.382872049813983,10.48292913973115,6.807643815158457,10.709547300309914,5.425287546392968,6,nircam6-52720,787,7418.176,4203.052,4.719999999999994,39.2842310583035,"[39.2842310583035, 39.33901582457956, 39.47448091484126, 39.90631455846927, 40.05926329349437, 40.739142894856805, 41.437464677297974, 41.53378162556383, 43.23217573945022, 45.63127346004729]","[4.719999999999994, 4.749999999999995, 4.689999999999994, 4.659999999999994, 4.779999999999995, 4.629999999999994, 4.809999999999995, 4.599999999999993, 4.569999999999993, 4.539999999999993]",1326.877795214042,6014.418356609249,Top,s277-bc-nd,s277,nd,bc,s277-nd,1A,"[4, 5.5]",60.76426189759668,"[356.0, 410.0, 444.0]",,51.72244,58.686
464,214.86451249244502,52.854885278165135,1,53.75523155505852,53.735783839572,54.59898484965623,90.84446952387971,136.40462734090613,90.66679452034856,126.3702611754314,0.8781078607345585,13.878019022831648,0.0,27.186407300077498,11.11027936012119,46.80884284117031,4.278005318365566,5.416435769436699,4.225664142846316,2.43402085189715,2.6254958379090936,4.835832608593436,3.4513541553021105,5.157344984184527,5.809134833370955,18447939811037.938,8.117948489662789,13.913896781362249,7.459458424546493,6,nircam6-54169,1916,2763.9773,3636.9622,5.830000000000004,24.503112513704426,"[24.503112513704426, 24.573799837062978, 24.574949238640922, 24.590569352871444, 24.629392232513872, 24.83235959278076, 24.94281357263791, 24.95245718620203, 24.985109868873074, 25.027702055978963]","[5.830000000000004, 5.770000000000003, 5.800000000000003, 5.860000000000004, 5.740000000000003, 5.890000000000004, 6.010000000000005, 5.980000000000005, 5.950000000000005, 5.920000000000004]",6232.154293432743,1053.6187300826127,Top,s356s444-bc-nd,s356s444,nd,bc,s356s444-nd,1A,"[5.6, 7]",78.7034162979615,"[356.0, 410.0, 444.0]",,61.9593,85.16496
465,214.8646882293277,52.854894952266854,1,23.2080361322211,18.96360493982828,19.081695292020584,26.239886853500558,39.855517643026566,16.17022243831556,25.3302297460385,0.7914987759893177,0.30715127338733117,0.0,5.506062529695698,22.13527564715124,-10.961159073006371,3.1590939561770583,4.5148833401239346,3.22923154505206,2.776007547090293,2.265529304349855,4.49792051769568,3.4548672094931,4.844625534738239,5.544765830245121,17110090109458.451,7.68978682559016,11.296195768039432,7.423074438427041,6,nircam6-54170,1917,2754.8508,3628.0063,6.61000000000001,26.429443299642504,"[26.429443299642504, 26.592653336466824, 26.941501824429395, 26.95783567498067, 27.044459848482052, 27.059246119293064, 27.15680379819895, 27.163703546826564, 27.227410239576123, 27.24937015258921]","[6.61000000000001, 6.58000000000001, 6.280000000000007, 6.310000000000008, 6.250000000000007, 6.55000000000001, 6.220000000000007, 6.340000000000008, 6.64000000000001, 6.190000000000007]",5984.631551138464,1112.4278597117284,Top,s356s444-bc-nd,s356s444,nd,bc,s356s444-nd,1A,"[5.6, 7]",22.564690592721803,"[356.0, 410.0, 444.0]",,19.06646,22.401646
467,214.86441388930464,52.853656720325624,1,236.9368924419075,258.1891829802088,278.2119062042583,360.8892966575322,559.0372236987156,347.8252047445573,490.04434777370983,15.984129073375172,61.24799997045646,0.0,260.4770114566287,226.85703671968488,235.3573413217501,5.882636981499728,7.643097971571304,6.951844745003483,5.982210001042191,5.606177499566051,9.312744562466722,7.3487146417417,10.152070926501743,9.519100449928628,32569477121263.85,14.187539989735427,20.939354069298055,13.164173675387689,6,nircam6-54324,2033,2880.987,3546.993,6.130000000000006,14.066125333991614,"[14.066125333991614, 14.166518752596938, 14.255062418854559, 14.509173401760641, 14.762069716897749, 15.202785768177494, 15.526281902192368, 16.280649090226973, 16.450697824546946, 17.418620345736937]","[6.130000000000006, 6.100000000000006, 6.160000000000006, 6.070000000000006, 6.190000000000007, 6.040000000000005, 6.220000000000007, 6.010000000000005, 6.250000000000007, 6.280000000000007]",6216.266316463579,1088.5383744485189,Top,s356s444-nbc-nd,s356s444,nd,nbc,s356s444-nd,1A,"[5.6, 7]",311.27889764663917,"[356.0, 410.0, 444.0]",,174.17053,240.38081
470,214.8258768784963,52.826205385894085,2,18.027930897448986,16.5006880807231,15.183654819751322,30.99006478359233,20.980462183347946,18.446688424671574,15.336584940579327,7.141074399045331,14.849206103693891,7.496361596106304,34.32621952552916,15.45436998999059,21.691918307173808,2.9756198654446155,3.239189853391935,2.5557360456269604,2.483441888622914,2.0442060030370146,3.899610813072508,3.2067615375765093,3.7925938175384237,4.611734383561037,9.837075819684316,6.945245752261732,11.539598848167609,5.796903473467073,6,nircam6-54440,2125,7200.059,3545.565,4.839999999999995,14.386079106273115,"[14.386079106273115, 14.64764748824248, 14.83993476072768, 15.19608062512072, 15.50461238308163, 15.685485271697583, 15.690590624411426, 15.713434447603728, 15.7387787573986, 15.822666484683861]","[4.839999999999995, 4.869999999999996, 4.809999999999995, 4.779999999999995, 4.749999999999995, 4.659999999999994, 4.719999999999994, 4.689999999999994, 4.629999999999994, 4.599999999999993]",1600.241299041453,5325.640924409865,Top,s277-bc-nd,s277,nd,bc,s277-nd,1A,"[4, 5.5]",17.41266822442038,"[356.0, 410.0, 444.0]",,14.630401,17.294483
473,214.8316375939376,52.828934682931326,2,32.90059589081979,29.266456117926133,27.256892569508594,37.18896945639844,73.54731251884381,22.34466354890615,47.78125951409274,-3.2042007544005546,18.35238025968455,22.66021091696086,27.773927585641623,51.32413833523219,23.060761096158046,3.058057706722,3.6757609298993597,2.8350486439305542,2.454964649453867,2.4152621230398035,3.8247012374590614,3.53815116043496,4.677600063108502,5.320906330032926,8.987315990400797,7.945805861793037,12.579186911770215,6.115531853724505,6,nircam6-54735,2353,6680.113,3438.87,6.310000000000008,28.475592623338347,"[28.475592623338347, 28.528755076488114, 28.555383114001742, 28.671612819968352, 28.831570562307874, 28.855624864695546, 28.90781981402154, 28.924972018649278, 28.958032688019276, 29.11811038993845]","[6.310000000000008, 6.340000000000008, 6.280000000000007, 6.370000000000008, 6.250000000000007, 6.400000000000008, 6.460000000000009, 6.430000000000009, 6.490000000000009, 6.520000000000009]",8658.569421891138,452.37234703843,Top,s356s444-bc-nd,s356s444,nd,bc,s356s444-nd,1A,"[5.6, 7]",34.87883470974914,"[356.0, 410.0, 444.0]",,26.889397,31.882088
484,214.83159377564533,52.82097335088711,2,167.2693383199771,162.08341681121522,162.89454423677617,242.54329858214402,341.1233569699604,217.61151310238682,288.39572547826094,6.318102841350806,59.17713133213421,152.270680744432,152.62597159583598,117.68746960645076,137.7230562219044,4.26765596604281,5.468781925811488,4.451963268076792,4.0109062172602625,3.769213915687297,6.024593271602902,4.985405194321286,6.357846447238261,7.049613639337998,13.070414456147374,10.556679361113993,16.94366293702471,8.505218287928033,6,nircam6-56397,3613,7410.734,2823.309,5.830000000000004,18.8192470658591,"[18.8192470658591, 18.966308934110142, 18.979385825121252, 19.198987159010663, 19.439308615943602, 19.67554619350401, 19.95875806879268, 20.23327168759708, 20.614806953365065, 20.87286245755423]","[5.830000000000004, 5.860000000000004, 5.800000000000003, 5.770000000000003, 5.890000000000004, 5.740000000000003, 5.920000000000004, 5.950000000000005, 5.980000000000005, 5.710000000000003]",5072.8726461242995,1180.5107240407858,Top,s356s444-bc-nd,s356s444,nd,bc,s356s444-nd,1A,"[5.6, 7]",206.7996394217934,"[356.0, 410.0, 444.0]",,140.03072,166.55376
486,214.87268641177602,52.851448293061466,1,48.12663582353995,53.92589394784633,62.29819035948657,105.27386778894666,79.37047330533323,47.03148740956277,45.865303709878965,26.981456852151297,63.416405185154666,0.0,39.114422970730125,82.64390352342974,44.74229176303473,5.017889406047759,5.255139086712007,4.73960409279174,4.571182254423069,3.374567487331508,6.484363585666506,5.55256191604574,7.108941518049307,7.453108349115792,24953474327452.406,10.788978190132104,17.21038260369339,10.069590108518751,6,nircam6-56599,3423,2694.9963,2918.5083,4.269999999999991,11.553964439214955,"[11.553964439214955, 11.730119311649492, 11.769288981947167, 12.072103855490225, 12.15346516664999, 12.339839507419834, 12.558870227986427, 12.599930250713575, 12.98177836455223, 13.192068391416676]","[4.269999999999991, 4.23999999999999, 4.299999999999991, 4.1199999999999894, 4.20999999999999, 4.329999999999991, 4.17999999999999, 4.14999999999999, 4.359999999999991, 4.089999999999989]",3239.0245611730265,5986.0802450465835,Top,s277-bc-nd,s277,nd,bc,s277-nd,1A,"[4, 5.5]",56.102997425941304,"[356.0, 410.0, 444.0]",,10.304852,25.51609
487,214.8727558583746,52.851449814557206,1,32.70189531805451,33.75397899968309,36.98225249912696,68.62090704442554,50.893109193790806,34.15158063316424,32.88482605848875,12.47153171487591,30.43657523507837,0.0,32.19025975165068,38.8259192077083,22.530332491212405,2.8350049941927247,3.6208917624582804,2.915937589755491,2.7813624276333333,2.222592914601668,3.8573287981976896,2.8203207417757508,4.0157661959448605,4.686040054427299,15039389201999.96,6.575489057472094,10.982434675924358,6.383221880086123,6,nircam6-56608,3423,2691.5996,2914.7905,4.599999999999993,12.33375980273611,"[12.33375980273611, 12.425792344781899, 12.540648780685348, 12.639687495549666, 12.769697568471745, 12.841892288547314, 13.160872667789523, 13.17531729804675, 13.188678189434809, 13.252341600872697]","[4.599999999999993, 4.569999999999993, 4.629999999999994, 4.659999999999994, 4.539999999999993, 4.689999999999994, 4.719999999999994, 4.359999999999991, 4.329999999999991, 4.389999999999992]",2963.259667530304,5873.2331209408285,Top,s277-bc-nd,s277,nd,bc,s277-nd,1A,"[4, 5.5]",36.894607117051386,"[356.0, 410.0, 444.0]",,28.060394,33.225426
504,214.82751090245208,52.80891491596105,2,160.212091707364,152.35409705653797,168.23266638984575,290.05385426206567,170.15428252812725,94.70002024924833,102.5133108792089,52.45057161247725,157.68889478686052,0.0,132.32387645783183,193.94945531573293,144.72029082637061,3.936108525648126,4.742340577460163,3.951237875116984,3.5440217219100107,2.794402039428312,4.393972291325137,3.733368666643533,4.964840944108593,5.126848704924229,15212026440607.418,8.35142078980824,12.033228758284862,5.980275792615047,6,nircam6-58190,5197,8705.806,2113.1545,4.599999999999993,57.47291960496739,"[57.47291960496739, 57.91092077264618, 58.401313301948484, 58.66971045346346, 59.62349524516675, 61.342972542010266, 61.95784889040482, 65.25324755856678, 65.64962630235662, 68.1328041295563]","[4.599999999999993, 4.629999999999994, 4.659999999999994, 4.569999999999993, 4.689999999999994, 4.539999999999993, 4.719999999999994, 4.509999999999993, 4.749999999999995, 4.479999999999992]",355.902395229675,5343.336050977415,Top,s277-nbc-nd,s277,nd,nbc,s277-nd,1A,"[4, 5.5]",162.73828442046874,"[356.0, 410.0, 444.0]",,81.63839,147.3437
509,214.8235643334221,52.804719987549205,2,33.848699141889675,31.472893465934725,32.22264015410728,46.589543934085896,75.55076461151171,46.94856462994312,105.01971324145836,4.00444140650691,1.1016446577893744,0.0,33.66488956997159,41.35757083963954,16.026205386412304,3.1608522224067013,3.5868529621437215,3.144841670834186,2.8553990483950367,2.595162256619069,4.78136085111098,3.9429462486190685,4.816466078442669,6.176311069557437,16381461479096.193,8.041652482385754,13.299921578579676,6.432080742452792,6,nircam6-58492,5434,9274.893,2005.9032,6.040000000000005,16.110927238891747,"[16.110927238891747, 16.122806576847353, 16.17113057090679, 16.179661908403553, 16.26176939957327, 16.318908568728652, 16.43213285625527, 16.51173567575278, 16.679923915163176, 16.744767077206905]","[6.040000000000005, 6.070000000000006, 6.100000000000006, 6.010000000000005, 6.130000000000006, 5.980000000000005, 6.160000000000006, 5.950000000000005, 5.920000000000004, 6.190000000000007]",14027.74956350757,330.54933878530414,Top,s356s444-bc-nd,s356s444,nd,bc,s356s444-nd,1A,"[5.6, 7]",44.43885098957873,"[356.0, 410.0, 444.0]",,27.084179,32.72641
517,214.85339729282518,52.82294142828666,2,39.66441840868664,32.183647087547214,33.11254505105341,41.00376680164488,67.9900042346919,32.03526323722226,47.43241450938102,-0.11520318939935466,12.555000228679615,27.303538976031838,-3.90557134644833,29.221872982960747,19.113181472669677,5.209785416008178,6.07527745206978,5.388789739721395,3.766129681686922,3.6040680334748174,6.022972177727134,5.260369169342239,8.470579334022908,9.174403138870149,18.611874835552648,12.740751219496216,24.38232687076734,10.998971678618947,6,nircam6-59113,5912,6207.7275,1770.508,6.58000000000001,15.015010164920326,"[15.015010164920326, 15.208282839888572, 15.256546501447827, 15.47869201422559, 15.588555577182294, 15.634687538380517, 15.725743455483435, 15.815065283380113, 15.908259507080766, 16.028402893536505]","[6.58000000000001, 6.61000000000001, 6.55000000000001, 6.520000000000009, 6.490000000000009, 6.460000000000009, 6.430000000000009, 6.400000000000008, 6.370000000000008, 6.340000000000008]",6322.91289514026,623.8395296946646,Top,s356s444-nbc-nd,s356s444,nd,nbc,s356s444-nd,1A,"[5.6, 7]",37.572009182589234,"[356.0, 410.0, 444.0]",,32.379654,38.180687
