,RA,DEC,Region,F115,F150,F200,F277,F356,F410,F444,F606,F814,F105,F125,F140,F160,F115_ERROR,F150_ERROR,F200_ERROR,F277_ERROR,F356_ERROR,F410_ERROR,F444_ERROR,F606_ERROR,F814_ERROR,F105_ERROR,F125_ERROR,F140_ERROR,F160_ERROR,Pointing,Object,Former_Names,X,Y,PHOTOM_RED_SHIFT,Min_Chi2,Lowest_Chi2,Lowest_Chi2_Z,EW,EW277,Area,Shape,Spikes,Dust,Blue,Pure Shape,Tier,ZEEL,Cont,Spike,mass,restU,restB
761,214.87938324577289,52.80250107446736,2,62.421332987440366,62.89130722844547,62.17530632929141,86.14570276596017,167.09059798212115,83.79816029905707,104.49143422314766,4.519404272937406,21.843464312751863,0.0,86.46445847964864,37.003370511667065,31.284642175263205,2.971900745271058,5.297009934839401,3.834735042211359,3.601494839360471,2.309187116306877,6.144380004147882,3.931310408231667,6.101410450133277,7.089452647310471,18206435289548.594,9.360863995418022,12.001297926974704,9.09574334701007,9,nircam9-87697,-1,9936.637,3303.1985,6.250000000000007,41.01369751150013,"[41.01369751150013, 41.0547451626735, 41.10694313232533, 41.32921393064397, 41.46086142382233, 41.631625481888754, 42.06569974214809, 42.603492808065575, 42.622210357002395, 42.7278361287703]","[6.250000000000007, 6.280000000000007, 6.220000000000007, 6.190000000000007, 6.310000000000008, 6.160000000000006, 6.130000000000006, 6.100000000000006, 6.340000000000008, 6.61000000000001]",9140.576802467953,812.5054302370879,Top,s356s444-bc-nd,s356s444,nd,bc,s356s444-nd,1A,"[5.6, 7]",76.98720730555702,"[356.0, 410.0, 444.0]",,48.13253,62.371796
763,214.89472359313584,52.81213286816418,2,172.46587183223596,155.61658003181222,160.38605356249946,350.82721949242244,225.99035021024935,183.06970926337672,162.03033817294423,20.10831088947109,173.19309404499631,0.0,161.3543428224992,144.05863993988496,147.8469426529871,2.6936081068358346,4.748917509085871,4.083398918499954,3.38651584044662,2.2550228669000867,5.840818812436927,2.8330350818990344,3.9081855829736463,4.931129931526585,13457630468475.402,7.026457786397633,12.153533433323066,6.14255066183733,9,nircam9-87910,-1,8335.309,3203.4644,4.839999999999995,33.96449745839077,"[33.96449745839077, 34.670296114024524, 39.36054277145804, 44.96042629586013, 49.20134408235203, 51.49076637748546, 58.25577454148894, 65.5313416454977, 74.09358599342255, 78.82565635413566]","[4.839999999999995, 4.809999999999995, 4.779999999999995, 4.749999999999995, 4.869999999999996, 4.719999999999994, 4.689999999999994, 4.659999999999994, 4.629999999999994, 4.899999999999996]",2184.6381273731777,6738.759049733881,Top,s277-nbc-nd,s277,nd,nbc,s277-nd,1A,"[4, 5.5]",176.5931505121863,"[356.0, 410.0, 444.0]",,120.93389,151.9178
769,214.95649213179195,52.852554713285414,1,26.70528427081485,20.449571765825223,26.797093043594277,46.6178509951878,28.921960871770036,16.74719670674091,16.81797495292549,6.864900201648779,26.23026599926277,0.0,27.32707820060463,46.74290648790181,13.7064260336923,1.823553627769987,3.3215637303333594,2.7739081481888506,2.529692744844246,1.6528567910628085,4.279369778868214,2.939874159018203,3.8817317907206133,4.060700086152083,10846012160682.38,5.573829685628208,9.838173940207001,5.208858484540657,9,nircam9-88515,-1,1739.1215,2934.7256,4.779999999999995,22.53204034280315,"[22.53204034280315, 22.55295183757714, 22.633998451271633, 22.651701909642007, 22.743097785943764, 22.74387520904337, 22.970457798367452, 23.039721614844986, 23.501231224052976, 23.8719858293493]","[4.779999999999995, 4.749999999999995, 4.719999999999994, 4.689999999999994, 4.659999999999994, 4.809999999999995, 4.629999999999994, 4.599999999999993, 4.569999999999993, 4.839999999999995]",2123.246914608483,7171.849845487259,Top,s277-bc-nd,s277,nd,bc,s277-nd,1A,"[4, 5.5]",22.739846935278464,"[356.0, 410.0, 444.0]",,20.202517,23.977009
771,214.91319811739382,52.81509536498734,2,49.5736138967437,50.32415589278703,49.84526717496031,47.81395025616022,80.97713182395596,17.77478747616375,45.06550997801998,3.4271692400327725,4.0196107576474995,0.0,23.323196306432077,36.593148366806,49.70798199897898,2.4836874046893964,4.514934998546355,3.5762641536217807,3.1475936435941194,2.3817362815338425,5.398899375633064,3.9500521395335206,7.412204939096678,7.749294105828577,17702666848040.715,7.85010869596834,16.95003182072756,6.617669519239381,9,nircam9-89414,-1,7196.65,2412.7156,6.55000000000001,26.32165847526804,"[26.32165847526804, 26.366745351635974, 26.622896518793542, 27.01810622331978, 27.589812032647696, 28.22747500995203, 28.49673597344867, 29.640495775164975, 31.054230388456713, 32.83996368059387]","[6.55000000000001, 6.58000000000001, 6.520000000000009, 6.490000000000009, 6.460000000000009, 6.61000000000001, 6.430000000000009, 6.400000000000008, 6.370000000000008, 6.340000000000008]",5223.239020436553,,Top,s356s444-bc-nd,s356s444,nd,bc,s356s444-nd,1A,"[5.6, 7]",48.52449943973425,"[356.0, 410.0, 444.0]",,36.179153,45.42666
777,214.88812026298035,52.79358872828005,2,48.84650793595152,50.95332070047216,51.9021613861664,55.6309792500298,97.73770347398556,36.710416495421875,61.14779990749743,0.22640288259539756,2.1097740375723997,0.0,37.58780855172717,31.025294111214315,57.0839583579185,1.436947698306921,2.4070610134290935,2.0121937175859634,1.5060112161416335,1.2220494041033456,3.0801034279662467,1.6600855505620644,3.0042568108473477,3.9490402162000064,8392694570704.335,4.380749685917296,7.86463456137108,3.8347270967868474,9,nircam9-90028,-1,10341.326,2127.6697,6.55000000000001,38.15688043811166,"[38.15688043811166, 38.17805610315137, 38.868845066106225, 39.633639290382334, 40.576204428882896, 40.69752664369469, 42.335444634469276, 44.428055510840764, 47.085822758192805, 50.13068764147483]","[6.55000000000001, 6.58000000000001, 6.520000000000009, 6.490000000000009, 6.61000000000001, 6.460000000000009, 6.430000000000009, 6.400000000000008, 6.370000000000008, 6.64000000000001]",6405.756801928082,246.10436006308123,Top,s356s444-nbc-nd,s356s444,nd,nbc,s356s444-nd,1A,"[5.6, 7]",53.69615383602346,"[356.0, 410.0, 444.0]",,40.599636,50.586792
778,214.95845066101006,52.84368290483269,1,78.26377679413261,75.1373926516353,74.22057780069409,88.90036555379972,179.75600386353784,55.135497096219034,99.70559379868529,-4.104840478582886,16.838562445173586,0.0,55.429484506075504,68.77916702486219,53.11385759301503,2.0913841578772976,3.7176611919550453,3.2163411053765945,3.1047760047603794,2.2203340276091805,4.943040140171771,3.3858451179522118,5.676891868353947,5.674166727564195,13929550238162.65,8.519401262296165,13.194402447859193,6.428731938700786,9,nircam9-90032,-1,2457.7988,2136.5645,6.55000000000001,54.797896322532665,"[54.797896322532665, 55.07545746716056, 55.30194314758373, 55.38547683736692, 55.63381444671679, 56.04816768648559, 56.10754801308175, 56.108734978677376, 56.19838883143008, 56.23740027450825]","[6.55000000000001, 6.520000000000009, 6.490000000000009, 6.58000000000001, 6.460000000000009, 6.310000000000008, 6.340000000000008, 6.430000000000009, 6.280000000000007, 6.370000000000008]",9054.499502515602,463.9581760892337,Top,s356s444-bc-nd,s356s444,nd,bc,s356s444-nd,1A,"[5.6, 7]",83.2455413197894,"[356.0, 410.0, 444.0]",,54.9605,77.54682
780,214.96340880528913,52.84504030835283,1,103.2364465349248,96.43910637774718,140.46017420369066,135.7743394942972,294.273487601947,101.96415652678708,221.88394441898174,17.603893097915883,37.5539496327278,0.0,114.26312612146843,28.170632822961796,104.02345089309523,6.663462192231319,12.426386490624902,9.53602093334562,13.504097704588109,7.737008780648079,17.089629016152223,14.6760028975926,13.661204069012552,17.264386185507767,44827923088691.234,22.907984375163114,42.007544785221945,21.778800451028527,9,nircam9-90356,-1,2100.8223,1968.524,6.370000000000008,35.5911726563199,"[35.5911726563199, 35.6111162014607, 35.658438643373195, 35.71434973446877, 35.7224127983105, 35.883714508124186, 35.90641381896255, 36.101018292092235, 36.14880946272337, 36.373784441714086]","[6.370000000000008, 6.400000000000008, 6.430000000000009, 6.340000000000008, 6.460000000000009, 6.490000000000009, 6.310000000000008, 6.280000000000007, 6.520000000000009, 6.250000000000007]",9432.281715183954,127.1436193975683,Top,s356s444-nbc-nd,s356s444,nd,nbc,s356s444-nd,1A,"[5.6, 7]",133.29302792607146,"[356.0, 410.0, 444.0]",,120.29483,143.17822
782,214.9629856701666,52.84491160766424,1,53.180041259304666,44.581707845356895,80.60352828077518,121.18534489210863,197.3682382667261,98.296815003803,176.97691376307492,1.2369421375588656,10.73183260285041,0.0,48.98844679156618,62.759568849331735,57.260185675995324,4.054240097371909,7.336383794093231,5.804497735577086,5.883657807022099,4.046506105226239,10.277474733394124,7.7670746179060615,9.783002529979948,11.571042949964635,28561271889800.152,14.80430737063459,26.743368870504124,13.147529580560118,9,nircam9-90381,-1,2132.4622,1981.8633,5.860000000000004,31.401834775626327,"[31.401834775626327, 31.405491963183753, 31.71814197026355, 31.811887354282142, 31.915246559448946, 32.00233203807386, 32.09282110909056, 32.24130920299722, 32.426233148191145, 32.459410784085684]","[5.860000000000004, 5.830000000000004, 5.890000000000004, 5.800000000000003, 5.950000000000005, 5.920000000000004, 5.980000000000005, 5.770000000000003, 6.010000000000005, 6.460000000000009]",7915.724375130512,1444.5956060966619,Top,s356s444-nbc-nd,s356s444,nd,nbc,s356s444-nd,1A,"[5.6, 7]",100.02856272556228,"[356.0, 410.0, 444.0]",,58.94293,85.66185
784,214.91750923160026,52.81207964615849,2,26.332186891709142,23.83036868344718,24.807780769080907,50.54013328937493,32.99351120321985,26.87461837098351,18.261907520702785,11.04490192421423,29.23234937434099,0.0,26.601614732419097,61.94086304326794,1.92163163444807,2.5060115262609997,4.316392306304775,3.5554347398782506,3.0420419606544287,2.311717101088857,6.10724198548955,3.4450783265570686,6.510450988341657,6.808256393496631,16789038799244.809,8.835772041552525,15.873012156150223,7.761071906913993,9,nircam9-90501,-1,7269.816,1940.086,4.839999999999995,22.26026089484873,"[22.26026089484873, 22.581024595001633, 22.762310718724873, 22.854365759171294, 22.88845371843949, 22.900828748807776, 22.91851061362851, 22.926569538064285, 22.980231893325904, 23.21161127446413]","[4.839999999999995, 4.809999999999995, 4.779999999999995, 4.659999999999994, 4.749999999999995, 4.629999999999994, 4.599999999999993, 4.689999999999994, 4.719999999999994, 4.569999999999993]",1745.111768069539,5970.097806482921,Top,s277-bc-nd,s277,nd,bc,s277-nd,1A,"[4, 5.5]",26.96769318368812,"[356.0, 410.0, 444.0]",,17.646654,22.979969
787,214.91799575521782,52.8116362291536,2,14.870125896221872,15.718826954385815,17.58476884234127,19.004360148317488,37.52130073156544,16.46567261022405,21.812471502506003,-0.09339698435879532,2.277170861831483,0.0,1.697277525751001,-27.876109659902724,11.778034598422986,1.6580543031481727,3.0112762721949653,2.4079132353533956,1.8763697837442692,1.5816881651824781,4.41867754176027,2.275220415916807,4.423410341740886,5.129728532233022,11244022616963.65,7.133440563063446,10.473927048722704,5.447471750732354,9,nircam9-90660,-1,7287.494,1878.734,6.64000000000001,29.527385014668763,"[29.527385014668763, 30.294818412237387, 30.367050073547354, 31.79437879603761, 32.65292185182655, 33.22513980249913, 33.503322164516305, 33.56493944212411, 33.88357737944162, 34.263175755524045]","[6.64000000000001, 6.61000000000001, 6.670000000000011, 6.58000000000001, 6.55000000000001, 6.520000000000009, 6.700000000000011, 6.490000000000009, 6.460000000000009, 6.430000000000009]",8862.777129803248,555.0421995737697,Top,s356s444-bc-nd,s356s444,nd,bc,s356s444-nd,1A,"[5.6, 7]",17.576037658999415,"[356.0, 410.0, 444.0]",,12.979666,15.801992
795,214.95794185158522,52.83593284837427,1,212.597421865966,225.44529630861481,247.0917399494796,331.2449677619579,446.03535957867336,272.43051909980795,387.8445411332129,13.778444396785398,65.71117772216435,0.0,166.14712091954448,160.0157855573502,240.39828278798927,3.2644262309544896,5.617789740351103,4.71642376192384,4.9411215368644115,3.3396128538646366,6.634155870289133,5.007684257328507,7.962085919599736,8.340187419394217,19295160631522.37,14.292740411349525,22.024244266820208,10.47098700850452,9,nircam9-91251,-1,3189.8774,1561.8162,6.040000000000005,47.12328496627451,"[47.12328496627451, 47.1587296420301, 47.45409882742846, 47.49731554495897, 48.03172316750489, 48.16175456749594, 48.745046006506136, 49.12644130303304, 49.157048204127754, 49.685635918492984]","[6.040000000000005, 6.010000000000005, 6.070000000000006, 5.980000000000005, 5.950000000000005, 6.100000000000006, 5.920000000000004, 6.130000000000006, 5.890000000000004, 5.860000000000004]",5137.391276254346,1578.75972435494,Top,s356s444-nbc-nd,s356s444,nd,nbc,s356s444-nd,1A,"[5.6, 7]",269.05313077996504,"[356.0, 410.0, 444.0]",,96.615845,163.77023
803,214.93182522366297,52.8109217276738,2,27.097942586693286,26.796273432671505,26.766792095891457,29.55226942460729,63.52447110929032,34.138208634679685,40.41883198103562,4.9759858092307026,-0.45137872666087364,0.0,12.8251589281306,25.875226393842624,40.88492527168516,2.1866837771542507,3.6396827731046657,2.9915502635194353,3.411709329011861,2.1147648328672997,4.661777862706461,3.2769498795546683,4.770176493704855,6.462998039576519,14945825957639.07,7.713987294795681,14.165521961999747,6.79317724662825,9,nircam9-92419,-1,6702.9546,1059.0605,6.64000000000001,12.291416127285595,"[12.291416127285595, 12.916461604838132, 13.712540101905557, 13.827588741633736, 14.721972058648298, 15.429921708534192, 15.937557051447925, 16.47023105162695, 17.17029711980905, 17.95860780158094]","[6.64000000000001, 6.61000000000001, 6.670000000000011, 6.58000000000001, 6.55000000000001, 6.520000000000009, 6.490000000000009, 6.460000000000009, 6.430000000000009, 6.400000000000008]",8300.578505768872,,Top,s356s444-bc-nd,s356s444,nd,bc,s356s444-nd,1A,"[5.6, 7]",30.795053025929807,"[356.0, 410.0, 444.0]",,18.514992,25.756786
805,214.93112305010376,52.80816210200191,2,49.75039199486364,50.877357024444834,48.204778696211555,65.27340512267764,150.33600082251743,80.24160419022888,131.25201773689352,5.382118239315267,10.870348350849133,0.0,46.54120500306254,-1.0403849918448631e-07,34.80786658017618,2.8850868977534443,5.142510217267553,4.0359604880010185,3.1129492281334694,2.7878162216678817,6.065411294170057,4.13115480945275,6.0892922715582385,8.265469491617633,18636100955547.56,11.649284075258235,12430732562703.316,10.04378733561711,9,nircam9-92765,-1,6988.199,883.295,6.490000000000009,12.802478410048796,"[12.802478410048796, 12.818624484364246, 12.857124222994724, 12.96815027872739, 12.968371910120025, 13.046064181296545, 13.080821464325705, 13.161471979534422, 13.35581588545367, 13.652208039996736]","[6.490000000000009, 6.520000000000009, 6.460000000000009, 6.430000000000009, 6.55000000000001, 6.400000000000008, 6.370000000000008, 6.340000000000008, 6.310000000000008, 6.58000000000001]",12651.98341435759,742.9758347669402,Top,s356s444-bc-nd,s356s444,nd,bc,s356s444-nd,1A,"[5.6, 7]",58.86950740568532,"[356.0, 410.0, 444.0]",,40.520435,49.45318
808,214.76455915490902,52.7441346863327,2,27.56549564279182,29.313521901205377,34.05503748398045,73.17368186654689,44.80419630943248,25.15352751115639,24.794244080807207,10.82853792181535,16.044035224107546,0.0,30.560047688462415,22.79923615164174,22.39350535668506,3.4817940647015186,4.368790979403134,3.353991538064992,2.785863613215373,2.5144389601076096,4.98453830018277,3.6936804149704394,5.205296695047457,8.587263967751342,8296048807758.397,7.193616801143574,13.259921853285531,6.441999444815705,10,nircam10-93363,-1,10030.79,4464.018,4.659999999999994,28.888814513425864,"[28.888814513425864, 28.920106147378288, 29.140008083355294, 29.17915493517221, 29.274242885670656, 29.295656368538044, 29.46255895085824, 29.578585291905227, 29.61820734401881, 29.891041122842452]","[4.659999999999994, 4.689999999999994, 4.629999999999994, 4.719999999999994, 0.6100000000000003, 4.599999999999993, 0.5800000000000003, 4.749999999999995, 0.6400000000000003, 4.569999999999993]",3496.8533965993047,9319.074850031335,Top,s277-bc-nd,s277,nd,bc,s277-nd,1A,"[4, 5.5]",30.947670488228955,"[356.0, 410.0, 444.0]",,-2.684715,14.160694
809,214.83120594283886,52.79081419736436,1,43.70618624949757,45.634976684161,37.60271426402996,55.01535348993603,100.64054990822025,33.23537405477845,50.24747294800962,5.699808927088435,-6.323001022719259,0.0,63.27803505899367,4.705054971887976,42.638228129748676,4.539634836029466,5.493832161140657,4.86560114737515,5.132984226072032,4.167907019391563,7.129120194279184,6.121635284180134,6.099488261269805,6.45416789305292,12610707918249.828,11.5418392791819,23.849184695535715,9.001854756579407,10,nircam10-93473,8633,2628.8965,4393.7227,6.61000000000001,21.15851842154489,"[21.15851842154489, 21.933755056599068, 22.21985307531646, 23.644773317237288, 24.48860101567208, 25.136948969968685, 25.788813393835344, 26.331029065453396, 26.48514030576786, 27.051188776466326]","[6.61000000000001, 6.64000000000001, 6.58000000000001, 6.55000000000001, 6.520000000000009, 6.490000000000009, 6.460000000000009, 6.670000000000011, 6.430000000000009, 6.400000000000008]",9956.648791076486,1663.4883181823764,Top,s356s444-bc-nd,s356s444,nd,bc,s356s444-nd,1A,"[5.6, 7]",44.24034628173544,"[356.0, 410.0, 444.0]",,31.187458,38.318626
816,214.8234271737125,52.78044389354439,1,32.15126402767981,33.785845137349156,30.78207241606156,57.70280483245773,34.99203005052893,16.451632587451957,19.171014799100682,19.251350536105285,40.558526343305516,6.381476547078742e-08,18.660416125797152,13.680644782549859,21.360159024064085,2.5046374315894284,3.2157446643421173,2.5507496617354146,2.2301945146524704,1.8017925148456582,3.2603560481719915,2.979657516294972,2.577619962803312,3.2668209610002856,6200255377833.195,5.566202502345673,9.05563396898769,4.320795241568236,10,nircam10-94202,-1,3943.123,4019.3564,4.269999999999991,26.903418580526914,"[26.903418580526914, 26.975142480624807, 27.1526920623689, 27.194742881614985, 27.745206302679126, 27.936947030168472, 28.42750096478817, 28.48260355725582, 29.081734824836403, 30.152254153615495]","[4.269999999999991, 4.1199999999999894, 4.299999999999991, 4.23999999999999, 4.20999999999999, 4.329999999999991, 4.17999999999999, 4.14999999999999, 4.359999999999991, 4.389999999999992]",489.6049101418689,5138.917516542641,Top,s277-bc-nd,s277,nd,bc,s277-nd,1A,"[4, 5.5]",32.92780290790487,"[356.0, 410.0, 444.0]",,23.328085,27.413507
817,214.79317467873798,52.75853887739037,2,27.789911624705315,28.07169946219641,33.10604224492163,59.37875559495969,42.43470640279361,41.43735303235176,27.073401345974126,13.154430387914234,31.4864659419875,93.78445784148558,37.175406271281055,6.3241921419054705,16.519908689092613,3.9114162336680827,5.053578633675301,4.010145096643907,3.1277969258389624,2.8225185231500847,5.549145578829037,4.459814787391604,5.313964383864382,7.079611544007161,12.338095017606937,9.86319216071827,12.439370568406966,10.583999677237838,10,nircam10-94239,-1,7368.502,3995.1343,4.869999999999996,33.66665062700857,"[33.66665062700857, 35.0468861787067, 36.715283060965355, 37.180064997000535, 37.213632193778516, 37.221229019542264, 37.25057185610996, 37.25349870378819, 37.291295149243, 37.322382784745166]","[4.869999999999996, 4.839999999999995, 4.809999999999995, 4.659999999999994, 4.599999999999993, 4.629999999999994, 4.689999999999994, 4.779999999999995, 0.5800000000000003, 4.569999999999993]",2136.772881100193,5341.994894275461,Top,s277-bc-nd,s277,nd,bc,s277-nd,1A,"[4, 5.5]",33.318852352157144,"[356.0, 410.0, 444.0]",,11.729288,23.875042
823,214.84456545488558,52.789476023136444,1,137.4057563594318,116.59934452378045,126.56414351521721,129.41006635815117,237.83349056462575,90.59290830466392,167.17232819360754,-6.766125141673006,51.83596670750127,0.0,123.65459167703857,128.96206009832824,125.3457547320463,5.551871587983282,6.927509635078516,6.372287802618246,6.5911033852140415,5.020835141908845,7.368409099503804,7.179416579573858,5.9295461117584205,7.033910434888519,12902176688667.375,11.429542704336535,21.20589670126413,9.207722918141833,10,nircam10-95141,-1,2124.1672,3550.561,5.950000000000005,17.035153111333617,"[17.035153111333617, 17.172077412959357, 17.319895876998036, 17.431003433835812, 17.520662093815414, 17.83100693974313, 17.915065564615066, 18.711832238979735, 19.32235166887087, 19.665566022466574]","[5.950000000000005, 5.980000000000005, 5.860000000000004, 5.890000000000004, 5.920000000000004, 6.010000000000005, 5.830000000000004, 6.040000000000005, 5.800000000000003, 6.070000000000006]",5905.388507287987,,Top,s356s444-nbc-nd,s356s444,nd,nbc,s356s444-nd,1A,"[5.6, 7]",135.43032779003764,"[356.0, 410.0, 444.0]",,112.19247,132.82326
830,214.8384607621762,52.77877764518279,1,28.20009187216056,35.426152472921665,35.675565877749065,46.01266310786736,71.62599840583376,36.84737897389245,52.76464642697762,-8.282584097937523,1.5818340059488427,9.279940643553276,27.672805682923848,28.668857330480225,49.87873965244618,3.1156915331599127,4.059173524674014,3.1732092848890323,3.0555470910093048,2.9494301900136173,4.31218578734939,4.606342138529096,4.584363036260455,4.571302669912291,8198721787609.575,10.132008930607801,14.174046064902186,5.712265211728129,10,nircam10-96195,-1,3389.7446,3057.8323,6.58000000000001,19.92363490970452,"[19.92363490970452, 20.000132902768513, 20.248969055706688, 20.499647158882507, 20.50797493846168, 20.851509317058966, 21.355337324032103, 21.980768615602646, 22.46604698040289, 22.769021862535556]","[6.58000000000001, 6.55000000000001, 6.520000000000009, 6.61000000000001, 6.490000000000009, 6.460000000000009, 6.430000000000009, 6.400000000000008, 6.64000000000001, 6.370000000000008]",5719.936887308293,771.0243152066806,Top,s356s444-nbc-nd,s356s444,nd,nbc,s356s444-nd,1A,"[5.6, 7]",41.345281371881626,"[356.0, 410.0, 444.0]",,13.983956,28.60766
832,214.84681065424442,52.78166782918033,1,40.44325907469894,32.2820160797491,28.79000776118042,36.0563140150956,54.737057680974104,33.560840424485,56.82052108026602,-3.99947417767545,13.284402456762733,1.3916236575324951e-28,30.43898333785819,10.057877599854326,15.946418858044817,5.559177780139946,6.776570927257768,4.9505405833885145,5.612292426148748,4.524685072624629,8.895104424201431,7.5320950945206535,5.889816863217821,7.834644258847886,14802419717186.068,13.215176057451227,27.44706055010169,10.439254330410071,10,nircam10-96706,-1,2733.172,2820.0793,5.680000000000002,3.713909309630183,"[3.713909309630183, 3.720095225263541, 3.8049494398348047, 3.8080297861596915, 3.8140236207629967, 3.8273231195698507, 3.836827925019308, 3.8380104657785292, 3.861004401147486, 3.888874949211054]","[5.680000000000002, 5.710000000000003, 6.010000000000005, 6.040000000000005, 5.650000000000002, 5.980000000000005, 6.070000000000006, 5.740000000000003, 5.950000000000005, 6.100000000000006]",6140.326883796989,90.34344012444502,Top,s356s444-nbc-nd,s356s444,nd,nbc,s356s444-nd,1A,"[5.6, 7]",35.585607398507165,"[356.0, 410.0, 444.0]",,30.5977,36.149452
842,214.82141738993116,52.75483788084798,2,52.087428791806595,39.53537679251646,58.651056808636795,120.45545555043392,75.34954376516471,42.724677651158444,44.7582400428798,12.805094024872107,44.3195372326883,92.46253227214157,45.73771141465867,29.521962853011992,23.9898662459675,3.6299970536854778,4.172554961490041,3.6152293187711115,3.2920668379674822,2.7625986567207113,5.604738572326921,4.131548712092179,6.083507059227688,7.645006685158984,12.288330920694627,10.160398446541908,15.83155865045604,8.44092901073982,10,nircam10-97883,-1,6381.041,2143.3271,4.689999999999994,48.03663544567839,"[48.03663544567839, 48.1599769875249, 48.29208096813786, 48.66346782403256, 48.83035652451615, 49.11231783702909, 49.798051345544856, 49.95659742766536, 51.34797701398167, 52.07633911363974]","[4.689999999999994, 4.719999999999994, 4.659999999999994, 4.749999999999995, 4.629999999999994, 4.599999999999993, 4.779999999999995, 4.569999999999993, 4.539999999999993, 4.809999999999995]",3466.934867986788,8935.457904924026,Top,s277-nbc-nd,s277,nd,nbc,s277-nd,1A,"[4, 5.5]",52.1843873086938,"[356.0, 410.0, 444.0]",,14.867071,22.576303
857,214.87121529563493,52.78221273289067,1,26.92595771597943,25.481200937031364,21.8635728165058,48.53762225271802,29.974266386637012,26.136590869977702,21.334499514219846,13.033379290046524,40.77288487408684,0.0,30.85386765369816,16.661942448073372,8.78675948286502,3.727029022146732,5.077918592459391,3.8649667289494043,3.478651101262909,3.0018552928499957,6.405136137580343,5.160131922203632,5.311449052085465,5.304222680289517,9425021551830.865,9.065238054715493,17.164785876032504,7.339080059314317,10,nircam10-99306,-1,1537.0,1511.9932,4.659999999999994,15.235465618065225,"[15.235465618065225, 15.260360494723496, 15.34166203290566, 15.373357676683645, 15.543557310927142, 15.590938718709463, 15.656843863007651, 15.822669452743526, 15.87874381916594, 16.088984816445443]","[4.659999999999994, 4.629999999999994, 4.599999999999993, 4.689999999999994, 4.719999999999994, 4.569999999999993, 4.749999999999995, 4.779999999999995, 4.539999999999993, 4.809999999999995]",1448.0433569617808,6280.486718885499,Top,s277-nbc-nd,s277,nd,nbc,s277-nd,1A,"[4, 5.5]",25.286014706725194,"[356.0, 410.0, 444.0]",,21.75437,25.8939
863,214.80460152332589,52.731477103588986,2,42.77312412127739,37.68037679834462,36.26412626604929,41.02425345364863,69.38266626441168,39.06478861929656,50.92973135240711,2.7472434889903043,13.869235486841356,0.0,43.762174972690815,95.39725545830886,34.268183023381035,2.869620834743316,3.0669001559001923,2.5744501507676825,2.152239338853549,1.945093670135798,3.875314467299978,2.7307414171875335,4.261471178605857,7.621235591862212,6394980531841.37,5.858172488939227,11.669956267916579,5.7711322644543515,10,nircam10-99787,-1,9309.306,1262.3596,6.310000000000008,21.79687156668486,"[21.79687156668486, 21.840564644638633, 21.871322185751847, 21.9799808280934, 22.056287228727626, 22.133126602885294, 22.191590135109287, 22.227529800067817, 22.23463640642386, 22.277802009384192]","[6.310000000000008, 6.280000000000007, 6.340000000000008, 6.250000000000007, 6.370000000000008, 6.58000000000001, 6.55000000000001, 6.220000000000007, 6.400000000000008, 6.520000000000009]",5313.916118629755,,Top,s356s444-nbc-nd,s356s444,nd,nbc,s356s444-nd,1A,"[5.6, 7]",41.289400101837266,"[356.0, 410.0, 444.0]",,33.53191,40.6554
864,214.82811933228393,52.74822669817395,2,64.7006156974784,62.14513995985055,52.58370090342923,60.60112193616194,127.47150807385857,37.58458438464395,75.25619857190433,-0.4490034661147627,7.049577676597066,105.2279385703485,69.58969704249306,59.31008675934176,36.297915818277914,3.5955390167992425,4.111041680282005,3.369004290871799,2.977145780291529,2.5822257571551934,4.961968761174907,3.461431376488344,5.246941219445429,5.967445536175407,9.607173019631572,7.613082317001291,9.543849296776147,6.747749937956268,10,nircam10-99788,-1,6671.257,1258.9495,6.310000000000008,35.91407098734711,"[35.91407098734711, 36.171991360795786, 36.472506454346345, 36.99297878080497, 37.69700298712198, 38.17342446370908, 38.77694722674675, 39.481655479827495, 39.591139867108865, 39.94437357627342]","[6.310000000000008, 6.280000000000007, 6.340000000000008, 6.250000000000007, 6.370000000000008, 6.220000000000007, 6.400000000000008, 6.430000000000009, 6.190000000000007, 6.460000000000009]",7978.046795243724,,Top,s356s444-nbc-nd,s356s444,nd,nbc,s356s444-nd,1A,"[5.6, 7]",63.05735541376489,"[356.0, 410.0, 444.0]",,48.33951,57.658672
