,RA,DEC,Region,F115,F150,F200,F277,F356,F410,F444,F606,F814,F105,F125,F140,F160,F115_ERROR,F150_ERROR,F200_ERROR,F277_ERROR,F356_ERROR,F410_ERROR,F444_ERROR,F606_ERROR,F814_ERROR,F105_ERROR,F125_ERROR,F140_ERROR,F160_ERROR,Pointing,Object,Former_Names,X,Y,PHOTOM_RED_SHIFT,Min_Chi2,Lowest_Chi2,Lowest_Chi2_Z,EW,EW277,Area,Shape,Spikes,Dust,Blue,Pure Shape,Tier,ZEEL,Cont,Spike,mass,restU,restB
364,214.74082108759677,52.73530403814436,2,34.490862567719226,28.716583328222153,36.80377809082068,70.37917520043777,45.31570238848441,26.126653646251537,20.615704098095446,6.515017808279751,55.415146357821676,0.0,34.11490525099989,26.720319049980922,33.50676240915982,3.8036688367915055,4.276343999551871,3.111495737711353,2.5424416386510402,2.3989099191498373,5.559985925611822,3.564107293535949,4.984530483378229,8.281778803563146,8345692132176.866,7.183969595136939,11.007940481192973,6.155108195472824,4,nircam4-40975,-1,9092.815,838.8818,4.719999999999994,17.315136604222417,"[17.315136604222417, 17.358274417036604, 17.39424250072962, 17.61414538688374, 17.78381003665722, 18.205895256269155, 18.537807232164983, 18.704679017832245, 19.649363475168922, 20.61409884740497]","[4.719999999999994, 4.689999999999994, 4.749999999999995, 4.659999999999994, 4.779999999999995, 4.629999999999994, 4.809999999999995, 4.599999999999993, 4.569999999999993, 4.839999999999995]",2511.03370514885,7188.073188052353,Top,s277-nbc-nd,s277,nd,nbc,s277-nd,1A,"[4, 5.5]",34.2907160042996,"[356.0, 410.0, 444.0]",,11.642852,18.29418
365,214.74152756862435,52.733946967042854,2,107.45117967272986,108.72603723666346,133.66930662137443,230.86878347717277,172.47899357285308,111.43413218778424,129.47840115366327,25.04237119384606,98.36301308187653,0.0,95.39117152831085,111.29717430707161,99.67790439218001,2.7238876389266915,3.115079832176806,2.4382817348327426,2.017247699664533,2.5148256096747934,3.802225997362501,2.258965920979252,3.194156145885351,5.242120390788147,4966430995184.904,4.346552272877687,6.245032282780476,3.761267860353389,4,nircam4-41382,-1,9183.981,694.5084,4.689999999999994,34.116669368874824,"[34.116669368874824, 34.633982391335486, 34.72844697924836, 36.052235037631064, 36.60294837175808, 37.50403055051784, 40.170202046350596, 40.6879992157904, 44.05910787658177, 48.33446793367662]","[4.689999999999994, 4.719999999999994, 4.659999999999994, 4.629999999999994, 4.749999999999995, 4.599999999999993, 4.569999999999993, 4.779999999999995, 4.539999999999993, 4.809999999999995]",2779.573769429879,5565.874054467709,Top,s277-nbc-nd,s277,nd,nbc,s277-nd,1A,"[4, 5.5]",127.20634174084472,"[356.0, 410.0, 444.0]",,-12.9003935,65.43069
368,214.76597200832714,52.75046331703741,2,59.7370801851235,74.92868157579358,72.92639057956265,93.4622023834468,170.17821872953624,73.17393384814551,101.75568298995852,-10.506738470474978,17.6868389270958,0.0,38.55425222877338,-0.20797930354674354,65.58773157532217,4.307237299607171,5.146633175744504,4.5682628835762005,3.4883123969291523,3.5199905079114853,7.463116908077646,5.6301457453060815,5.062525829477961,7.540272937952875,12203255456241.857,9.868689186478942,20.32388301199928,9.38850348200635,4,nircam4-41571,-1,6523.8687,619.4057,6.61000000000001,56.560547542902185,"[56.560547542902185, 57.496945386312376, 58.47416669503636, 58.8098332370854, 59.66455068995743, 60.087883164757216, 60.49129662775934, 61.07743986972648, 61.697665225873635, 62.37956081578921]","[6.61000000000001, 6.58000000000001, 6.64000000000001, 6.55000000000001, 6.520000000000009, 6.490000000000009, 6.460000000000009, 6.430000000000009, 6.400000000000008, 6.370000000000008]",8943.823250594096,1216.6597249157803,Top,s356s444-nbc-nd,s356s444,nd,nbc,s356s444-nd,1A,"[5.6, 7]",79.3306619270051,"[356.0, 410.0, 444.0]",,29.994785,59.963005
369,214.8115550022991,52.782879116787555,1,14.401202604115065,15.779794345416564,15.206338625780846,26.848359472080343,45.33586463998562,16.218715265564814,30.912219164074262,9.164561495180848,5.013264920453236,3.701968719917912e-27,22.62987872016212,28.66162998201178,10.219335173721701,3.0902074592650908,3.8734025745426,3.14465853890811,2.9761436736214435,2.6099570611362393,4.716353580068207,4.385096996692794,3.7270925297991404,4.042415183073005,8081975667215.889,7.899450305800618,13.778310741296053,5.082127640908849,4,nircam4-41609,-1,1416.5089,608.6011,6.58000000000001,20.254229822806973,"[20.254229822806973, 20.311195490976466, 20.33035772443518, 20.33074095839152, 20.35218971013621, 20.42214002951473, 20.428601423834174, 20.459720333847542, 20.519022536645604, 20.543882365149216]","[6.58000000000001, 6.280000000000007, 6.55000000000001, 6.310000000000008, 6.250000000000007, 6.220000000000007, 6.340000000000008, 6.520000000000009, 6.190000000000007, 6.490000000000009]",9987.59239527244,2387.364819516478,Top,s356s444-bc-nd,s356s444,nd,bc,s356s444-nd,1A,"[5.6, 7]",19.894438246171983,"[356.0, 410.0, 444.0]",,8.752167,11.202966
370,214.76584984220918,52.74965480981596,2,46.75180549696144,48.484883937742964,57.448957350066046,63.98981638051949,113.63937549987858,52.55069880551489,85.11224998417681,5.752869595206242,9.367833951981112,0.0,42.87750272977875,51.68581551839282,52.43304527030127,3.906351964496522,4.377839820096141,3.5528814050681046,2.7595781018971017,3.0521814177878084,5.715183724709981,4.130957265414881,4.640220399799163,7.568558494119496,9676967666530.686,7.7569919745438325,18.765246787429724,7.660316635799569,4,nircam4-41745,-1,6603.649,563.4866,6.55000000000001,16.205776266216297,"[16.205776266216297, 16.226996265736215, 16.293371079264247, 16.417572299057095, 16.451525494107972, 16.752852412042316, 17.115954250237834, 17.561985370232765, 17.97535593639557, 18.185500744682606]","[6.55000000000001, 6.520000000000009, 6.490000000000009, 6.58000000000001, 6.460000000000009, 6.430000000000009, 6.400000000000008, 6.370000000000008, 6.61000000000001, 6.340000000000008]",7218.404926646404,570.5599923692425,Top,s356s444-bc-nd,s356s444,nd,bc,s356s444-nd,1A,"[5.6, 7]",59.056401992496944,"[356.0, 410.0, 444.0]",,40.673744,49.402348
371,214.7357952516107,52.72690841737476,2,41.26037006695029,46.07202188450092,53.69280465137606,91.11866326818587,69.26026462357272,31.003283628520194,48.188165445771,20.144768615815114,49.57479146141557,0.0,51.97635532401114,69.36896711107342,43.160940331935834,4.12681080724914,4.719610517797056,3.7656031189126926,2.8412898923330254,2.634870234684572,5.365690997311446,4.073698173604286,5.6608472130256136,9.569360424501063,9531300428617.414,9.179472765376527,16.745632794418423,8.74584747643742,4,nircam4-41992,-1,10097.852,467.0023,4.23999999999999,16.69060483919611,"[16.69060483919611, 16.744442401091604, 16.92878954055498, 17.127304155450176, 17.245551399902443, 17.3512792633896, 17.576347635914864, 17.79883473299885, 18.477293728414192, 18.833088449400808]","[4.23999999999999, 4.269999999999991, 4.20999999999999, 4.299999999999991, 4.1199999999999894, 4.17999999999999, 4.14999999999999, 4.329999999999991, 4.359999999999991, 4.089999999999989]",2653.788388673201,5208.761519585138,Top,s277-bc-nd,s277,nd,bc,s277-nd,1A,"[4, 5.5]",51.6947253344342,"[356.0, 410.0, 444.0]",,5.099581,10.155048
376,214.9513948887268,52.92509874280362,1,71.35072254531913,88.44833950851714,94.92611779082134,123.68826206967233,216.27566537991342,113.49258294897106,175.47171471683293,9.837405152177345,20.70439409804988,41.373950977761524,69.16585621761058,79.34220501282722,94.4757913696331,3.622826146238851,5.209919558536068,4.517828076581015,3.875655916880985,2.6952805714486985,5.779561317507961,5.528024648736662,7.859486006954003,8.617300012944654,13.73349443767943,8.289778237452193,13.724633081559816,7.21564463191352,5,nircam5-43111,-1,2432.1782,4777.1646,6.520000000000009,39.467043357891264,"[39.467043357891264, 39.5629120067944, 39.64998806926379, 40.01030786450984, 40.428864751190694, 40.55598068510622, 41.19759698940434, 42.02698723066429, 43.069343266501015, 43.220029763084305]","[6.520000000000009, 6.55000000000001, 6.490000000000009, 6.460000000000009, 6.58000000000001, 6.430000000000009, 6.400000000000008, 6.370000000000008, 6.61000000000001, 6.340000000000008]",8255.54892835459,1205.0034849601366,Top,s356s444-nbc-nd,s356s444,nd,nbc,s356s444-nd,1A,"[5.6, 7]",105.13882557949546,"[356.0, 410.0, 444.0]",,31.03494,42.61983
378,214.96585215021102,52.93401114332915,1,123.03745900702609,128.4004657227864,120.64941162491634,159.9767751997126,245.8030552277497,118.6426030764208,189.8927549917154,8.006628363190046,7.385067766065508,-0.3041856968200166,109.28099062806916,114.82359483994537,117.52893760217695,2.9878927563802313,4.500969136642742,3.826870739898084,3.088836585281899,2.398041076054636,4.560806136118544,4.799646135564235,4.387236593991745,6.007715204594586,14561649871471.113,7.175438175426046,10.980275063242008,5.344744508870924,5,nircam5-43360,-1,939.9152,4674.094,6.520000000000009,23.411257459717557,"[23.411257459717557, 23.48673335532127, 23.83713932216526, 23.860543589226946, 24.559849602615458, 25.578282375597727, 25.700400805420514, 26.99785031790675, 29.05358602155486, 30.886503664792034]","[6.520000000000009, 6.490000000000009, 6.55000000000001, 6.460000000000009, 6.430000000000009, 6.400000000000008, 6.58000000000001, 6.370000000000008, 6.340000000000008, 6.61000000000001]",5892.520146894675,969.0154462359393,Top,s356s444-bc-nd,s356s444,nd,bc,s356s444-nd,1A,"[5.6, 7]",140.09991160376293,"[356.0, 410.0, 444.0]",,92.270546,122.81773
380,214.96604505596,52.93314071097065,1,33.300084115129934,24.50108774219985,26.49502517476321,30.393944465317954,51.37335522625222,18.458902583838398,35.36461498091156,0.32200547580954597,-5.407314968487648,-12.119202849702575,18.111066581138605,26.068828259507836,22.518910107320043,3.864266903906278,5.382553909691395,4.4819607995036215,3.4927997120815197,2.565360295381286,5.798690846896167,5.678893084434801,6.672572271683457,7.9834764057150185,35.275186266837814,8.364800387220221,14.073917817353642,7.261806827390147,5,nircam5-43496,-1,1010.3998,4595.756,6.55000000000001,7.208515199404987,"[7.208515199404987, 7.263693545236588, 7.332229176961034, 7.48895605637972, 7.682688992780836, 7.815499816618988, 7.9231563080884495, 8.170397366869192, 8.40878362730849, 8.651381770171314]","[6.55000000000001, 6.58000000000001, 6.520000000000009, 6.490000000000009, 6.460000000000009, 6.61000000000001, 6.430000000000009, 6.400000000000008, 6.370000000000008, 6.340000000000008]",5559.316432664781,87.16296004622053,Top,s356s444-nbc-nd,s356s444,nd,nbc,s356s444-nd,1A,"[5.6, 7]",30.0109512956645,"[356.0, 410.0, 444.0]",,26.688766,31.229845
381,214.95315517909836,52.924105762138616,1,18.858507070908164,18.76348839252739,21.65154586480785,40.444259827451056,29.53142441714689,20.140963372720016,16.61544640861438,2.5596952872842116,29.362590956332962,11.36612571241481,30.08214014278682,-10.831013522560058,2.354183580313595,2.1775455205542213,3.027091566294625,2.6451714104967086,2.19246453941865,1.5830568282883828,3.9040966593976676,3.5026194985715584,4.664228116145224,6.087608933622217,7.837854510304661,5.085266475396799,10.911226021539994,4.381850565127925,5,nircam5-43515,-1,2440.3813,4602.9565,4.779999999999995,34.13417920584192,"[34.13417920584192, 34.21437364554507, 34.27180706128585, 34.387680267323475, 34.453672570425546, 34.59480013202659, 34.88238367886373, 35.08404529019897, 35.11103212132559, 35.4565909937895]","[4.779999999999995, 4.809999999999995, 4.749999999999995, 4.719999999999994, 4.689999999999994, 4.659999999999994, 4.629999999999994, 4.599999999999993, 4.839999999999995, 4.569999999999993]",3211.243932557619,6369.965043200558,Top,s277-bc-nd,s277,nd,bc,s277-nd,1A,"[4, 5.5]",20.92689592112078,"[356.0, 410.0, 444.0]",,-0.502785,6.8064413
382,214.89892504685153,52.88539204788269,2,34.84651017236638,39.08145976649543,49.06895386447501,100.93315603563929,76.0675935771714,55.84316810534974,55.60124488927563,5.128582486976164,34.066925818592715,0.0,51.99504387385517,26.092954104188777,41.52251629565878,2.823659191730383,3.785957999020882,3.0198255126343163,2.484252669266153,1.6993314376424662,4.949508909087178,3.9077036231534583,4.398096046843323,5.515147435930926,13748485663363.184,6.337363112783811,8.501462249873022,5.355019393239562,5,nircam5-43544,-1,8522.125,4583.135,4.719999999999994,25.711500690673923,"[25.711500690673923, 25.726337736484677, 25.79857159423371, 25.922853412005345, 26.063559764787772, 26.36346084752521, 26.717325962604708, 26.936860911579462, 27.330617611795304, 28.190604361966063]","[4.719999999999994, 4.689999999999994, 4.749999999999995, 4.659999999999994, 4.779999999999995, 4.629999999999994, 4.599999999999993, 4.809999999999995, 4.569999999999993, 4.539999999999993]",2965.6419137711823,5673.943323437744,Top,s277-nbc-nd,s277,nd,nbc,s277-nd,1A,"[4, 5.5]",55.13248404055345,"[356.0, 410.0, 444.0]",,28.590334,34.49561
385,214.93516152599182,52.9088059974107,1,60.861160039513706,67.03458405393691,59.40899426166065,128.91014168342684,88.19178201995103,70.79156961173715,66.62735818953024,15.674574705402398,45.33272767253468,65.07130531978754,48.84761129853572,58.59947615226477,20.94397407774962,2.7251290390408744,3.9739313622358896,3.044104768203679,2.7543981172921885,1.8264915328435902,4.288164119718936,3.9700679685853015,4.458997083562481,5.750662668752639,10.198057631456614,7.62528974586424,13.113544049418392,6.777199634036386,5,nircam5-43895,-1,4682.4067,4404.7256,4.779999999999995,54.83391250304695,"[54.83391250304695, 55.022817841557355, 55.02951043485233, 55.36216387135529, 55.55109242854101, 55.70682173062515, 56.059392326862856, 56.392237407305956, 56.86572230221404, 57.20858249640742]","[4.779999999999995, 4.749999999999995, 4.809999999999995, 4.719999999999994, 4.689999999999994, 4.659999999999994, 4.629999999999994, 4.599999999999993, 4.839999999999995, 4.569999999999993]",2198.506399329744,5963.7514314817145,Top,s277-nbc-nd,s277,nd,nbc,s277-nd,1A,"[4, 5.5]",68.81924136272163,"[356.0, 410.0, 444.0]",,49.76555,58.93833
386,214.93522480923582,52.90791064166686,1,30.695271619649734,26.287836315913317,40.01647687650116,89.43031076406503,51.78535047164533,20.37887133300838,25.802534878568352,3.3977361535898942,24.097185554735198,26.24772246210077,13.36119069569684,12.103390500849567,28.780139497579963,2.291476246284713,2.949413536927282,3.030789706079392,2.2811988548314135,1.5240202536157461,3.5600689701745614,3.255341179107291,4.08317927976455,5.507752624298594,8.62821374709018,6.387955260862881,10.918433411537906,5.5798594499978345,5,nircam5-44073,-1,4761.276,4331.6187,4.689999999999994,74.44824870424269,"[74.44824870424269, 74.80788667474884, 74.81978567347885, 75.60371732823195, 76.15429840975061, 76.1985851322646, 77.43991378154259, 77.48314529022473, 78.04464126057782, 78.93652774464219]","[4.689999999999994, 4.659999999999994, 4.719999999999994, 4.629999999999994, 4.749999999999995, 4.599999999999993, 0.6400000000000003, 4.569999999999993, 0.6100000000000003, 4.779999999999995]",4636.566440597489,11967.368340627094,Top,s277-bc-nd,s277,nd,bc,s277-nd,1A,"[4, 5.5]",32.49439024921438,"[356.0, 410.0, 444.0]",,7.4078746,13.315093
387,214.91343777886937,52.89106163771869,2,19.09331926281775,27.681234821575654,22.05163702261017,31.52127745470574,45.324443987693236,24.14232123124277,31.750416365555058,-0.8971661926905377,2.902980655144244,0.0,28.93665608459355,42.319604537054104,13.400759330087828,3.8011027011034204,5.0407908014617355,4.364029035911996,3.3993539122494782,2.342501728702342,6.2764653586992,4.807820230720335,6.346492020813129,7.398861778954321,19862981889170.973,10.042615784553362,17.526558408272088,9.015862239199903,5,nircam5-44307,-1,7323.194,4223.129,6.61000000000001,7.179025485970044,"[7.179025485970044, 7.308933376297196, 7.448457940414749, 7.580429170230289, 7.797302363502916, 7.9362049541463096, 8.063337381735261, 8.19191432341681, 8.242571062979433, 8.262845568847151]","[6.61000000000001, 6.58000000000001, 6.64000000000001, 6.55000000000001, 6.520000000000009, 6.490000000000009, 6.460000000000009, 6.430000000000009, 6.340000000000008, 6.310000000000008]",5095.284091979272,1018.8958039340993,Top,s356s444-nbc-nd,s356s444,nd,nbc,s356s444-nd,1A,"[5.6, 7]",27.42937737913788,"[356.0, 410.0, 444.0]",,11.121184,16.658504
390,214.899445373264,52.87915339432798,2,24.36767535188122,23.792498911897283,29.549123450551292,25.04132451805248,60.42186821100925,20.917260802874527,33.583615281898155,1.9075544401905855,5.080425684364372,0.0,34.80259213458255,28.44988110161363,26.323806650829695,2.8089551902505994,4.027022662101326,3.2566158760876975,2.6093277289409786,1.9611176676734168,4.84651643828591,3.959155393781966,5.217601387424637,5.523554210985252,14865899263644.268,8.118736230409464,9.438704250156714,6.92291005314835,5,nircam5-44626,-1,9068.188,4069.622,6.61000000000001,15.839982233194737,"[15.839982233194737, 16.353415901173086, 16.702703881184966, 17.19362335099896, 17.834621955922888, 18.2083371313548, 18.529548277636042, 18.8757720392036, 19.127793466735376, 19.30851564077801]","[6.61000000000001, 6.58000000000001, 6.64000000000001, 6.55000000000001, 6.520000000000009, 6.490000000000009, 6.460000000000009, 6.430000000000009, 6.400000000000008, 6.370000000000008]",10195.353046985958,,Top,s356s444-bc-nd,s356s444,nd,bc,s356s444-nd,1A,"[5.6, 7]",26.208583052859158,"[356.0, 410.0, 444.0]",,21.304228,24.63258
392,214.95318516444362,52.91578348998654,1,39.84929950925356,38.51959134192964,39.70181160811836,59.30434720953856,77.88799263716373,60.568876887294685,90.83983849499015,-5.677224305956636,17.37949070662027,32.26917835073839,32.351355093771446,-4.219383118175185,30.64908577228605,3.102870078657134,4.272620272650464,3.6370557883916526,3.697358077695371,2.34962942877807,5.680202924555886,5.342559417370736,5.614761347925944,6.744749748748875,11.504351729556532,9.212760040000079,16.12910284377071,7.957578542919037,5,nircam5-44857,-1,3199.4814,3954.0142,5.710000000000003,9.914108442180174,"[9.914108442180174, 9.955136068007572, 10.053692036960747, 10.158446347755278, 10.184486066760018, 10.291769607289302, 10.400522826737209, 10.506712027858832, 10.62183791427238, 10.763285075572016]","[5.710000000000003, 5.680000000000002, 5.740000000000003, 5.650000000000002, 5.770000000000003, 5.800000000000003, 5.830000000000004, 5.860000000000004, 5.890000000000004, 5.920000000000004]",8458.80389315428,1294.3583639093695,Top,s356s444-bc-nd,s356s444,nd,bc,s356s444-nd,1A,"[5.6, 7]",49.85608380355129,"[356.0, 410.0, 444.0]",,33.198185,40.119213
395,214.9191723616499,52.89349885554423,2,90.65914715212433,85.89822534672376,78.91832473536431,87.33586231490851,142.18315972239233,76.3818583597772,120.12078630625508,-2.2160491341984807,38.353155190160436,0.0,68.3373236243399,102.48831988133041,75.66249110597475,3.928531522310511,5.492547835704686,4.43094116940761,3.17583682393574,2.4789574131732452,5.7039524759709455,4.595040781882239,7.200189439140175,7.472228161056501,18875350119573.848,9.626298371599546,16.713863147559657,8.695227306991658,5,nircam5-45212,-1,6831.4478,4096.2793,5.830000000000004,10.354214948529393,"[10.354214948529393, 10.439754202212786, 10.512117423835633, 10.730195449804743, 10.733941067980123, 10.736997712014965, 10.764603909394191, 10.860157680521533, 10.904830679117527, 10.950819555271801]","[5.830000000000004, 5.860000000000004, 5.800000000000003, 5.890000000000004, 5.770000000000003, 6.010000000000005, 5.980000000000005, 5.950000000000005, 6.040000000000005, 5.920000000000004]",5435.0848461701535,284.90107104283294,Top,s356s444-nbc-nd,s356s444,nd,nbc,s356s444-nd,1A,"[5.6, 7]",83.83868358177963,"[356.0, 410.0, 444.0]",,65.99841,81.106445
397,214.9042797712516,52.87897286069113,2,34.171026792527,42.69601117181494,45.64286539991774,66.4529931635756,100.0226885146832,51.75461043260694,76.54305658575524,-1.0874988253421392,8.424417691708099,0.0,35.58363765607372,40.27320549970916,48.017059867315176,3.284250162347344,4.617053547959344,4.042252035600234,3.149468957777045,2.297399511040725,5.835134993635694,4.864302885392577,5.873955448853511,7.275373283688871,19264364509436.066,9.816723194734518,12.100616421971289,8.710728825084141,5,nircam5-45274,-1,8857.965,3788.819,6.58000000000001,19.915037196335017,"[19.915037196335017, 19.920110899390405, 20.012219570857734, 20.064087840775066, 20.16717378590867, 20.363508786270835, 20.549693850051913, 20.56927273234968, 20.786991493684972, 21.103848629782327]","[6.58000000000001, 6.55000000000001, 6.520000000000009, 6.490000000000009, 6.460000000000009, 6.430000000000009, 6.61000000000001, 6.400000000000008, 6.370000000000008, 6.340000000000008]",5987.352001381365,1186.4379883485146,Top,s356s444-nbc-nd,s356s444,nd,nbc,s356s444-nd,1A,"[5.6, 7]",56.61790735073409,"[356.0, 410.0, 444.0]",,45.345875,50.047455
400,214.9020678572301,52.87340918119975,2,37.938573528162344,32.58752846260562,31.432100000925246,29.333122296001815,67.18036631322626,22.6733656137735,39.832591301285305,-0.8499842717319687,10.347314248519227,0.0,43.53308352387539,33.92306924034808,44.65420514834509,2.3653501743665784,3.313492195923012,2.545149171634074,1.821432442586848,1.3880555261061571,3.482271578781288,2.6718099073567716,3.347229776882693,3.9531298795645355,11117714629819.15,5.6061574495335185,7.717667217312017,4.93721987475315,5,nircam5-45920,-1,9470.432,3478.5063,6.490000000000009,13.705527595556843,"[13.705527595556843, 13.741508752740872, 13.746877889227646, 13.783581952710183, 13.977692631028088, 14.046582541725222, 14.28071378762161, 14.734692526767947, 15.189148682048327, 15.516705412345399]","[6.490000000000009, 6.520000000000009, 6.460000000000009, 6.55000000000001, 6.430000000000009, 6.58000000000001, 6.400000000000008, 6.370000000000008, 6.61000000000001, 6.340000000000008]",7520.37211953804,,Top,s356s444-nbc-nd,s356s444,nd,nbc,s356s444-nd,1A,"[5.6, 7]",34.224783117796065,"[356.0, 410.0, 444.0]",,28.726316,33.68845
402,214.95403303669215,52.907856147715755,1,130.68472047570825,117.05228060835647,129.58832735829554,246.42724862559578,152.4775836230522,102.14279003080313,103.17122278735408,40.37202661245443,120.90486635048121,89.53187061275013,112.55209459445538,83.9504922378646,98.12774446464064,3.242722976259829,4.728687876135572,4.354233538454484,4.065714505097579,2.470020856619496,6.464692521154856,5.313979031489915,5.340954511011864,7.702443391424002,15.176165207028562,8.956243590866706,16.703006618142332,7.375146654155019,5,nircam5-46330,-1,3884.1255,3290.7131,4.599999999999993,44.80342823384373,"[44.80342823384373, 45.13049646662945, 45.28415827202326, 45.36216420499562, 46.10173638730726, 46.53783825854922, 47.28750691684632, 48.58407156277014, 48.917995418858936, 49.6529015255986]","[4.599999999999993, 4.629999999999994, 4.569999999999993, 4.659999999999994, 4.689999999999994, 4.539999999999993, 4.719999999999994, 4.509999999999993, 4.749999999999995, 4.479999999999992]",1909.6776821699377,6907.391028340649,Top,s277-bc-nd,s277,nd,bc,s277-nd,1A,"[4, 5.5]",122.51948748059493,"[356.0, 410.0, 444.0]",,96.91673,114.30726
409,214.9179300203894,52.87555767579071,2,185.59240473251165,173.291889831967,187.02457182804073,321.00106500358885,227.79594062710615,160.85109082526648,150.90056001040426,31.150303101708943,177.781709865233,0.0,166.70320793691562,134.24500196594684,166.03922624773526,3.1667061527131537,4.356682661487045,4.3581003282954205,3.5852693690052897,2.0743531354338702,5.549448892504455,3.9587782028167795,5.13173168933308,5.417899609063338,15314838445891.883,7.779811971944792,14.20187432502284,6.922022777015636,5,nircam5-47168,-1,8529.892,2770.1746,4.809999999999995,24.57458692008376,"[24.57458692008376, 24.576473898580822, 26.365225733775535, 29.034859786328717, 30.8535644920628, 32.2110298608681, 35.949865837397894, 40.70344562478821, 45.785390505892416, 51.83588726259026]","[4.809999999999995, 4.779999999999995, 4.749999999999995, 4.719999999999994, 4.839999999999995, 4.689999999999994, 4.659999999999994, 4.629999999999994, 4.599999999999993, 4.569999999999993]",2024.128030227472,5288.978655153693,Top,s277-nbc-nd,s277,nd,nbc,s277-nd,1A,"[4, 5.5]",180.90940964254938,"[356.0, 410.0, 444.0]",,150.07845,167.00629
410,214.93603084284382,52.88679148208283,2,33.108576459660206,31.613338852684134,26.597738925864984,24.777080030777753,54.49814167717751,18.036850699330014,37.3094320558347,-2.1720204866564368,17.271197170631652,0.0,45.02759693879854,-35.321749671475196,26.139605811562316,2.4359758971097314,3.854490568706604,3.457271220404639,2.6088904539445594,1.744822385899664,4.298838866528861,3.803256649105052,4.967426715848146,5.149978659646965,14557130873796.797,7.392460117044245,15.479896595563863,6.465190657947859,5,nircam5-47379,-1,6653.7783,2645.0422,6.280000000000007,28.434686826349044,"[28.434686826349044, 28.446778082079742, 28.640888943093746, 28.752350035088558, 29.073289240268714, 29.38914579804929, 29.694118372510626, 30.03128975581117, 30.31686877910718, 30.447824668139372]","[6.280000000000007, 6.250000000000007, 6.310000000000008, 6.220000000000007, 6.340000000000008, 6.190000000000007, 6.370000000000008, 6.160000000000006, 6.400000000000008, 6.130000000000006]",6062.665509335769,,Top,s356s444-nbc-nd,s356s444,nd,nbc,s356s444-nd,1A,"[5.6, 7]",30.681233264964355,"[356.0, 410.0, 444.0]",,25.129192,29.743107
412,214.93370631183294,52.88464942251726,2,25.192614710900376,20.403979071416796,23.162565568381503,45.296508824075644,31.676223298606903,30.137574171417377,21.634958197961026,10.237371846925896,17.63013227881412,0.0,28.388827741044224,108.9828363929518,8.543819826749914,3.784816448929676,5.3354610591993294,5.131669874023026,3.9491608446548563,2.8296788565267326,8.017251328073629,5.797481436974841,7.499644142908044,8.69940869536151,25289634139815.977,12.662747572520795,21.86897039215659,12.557895331856939,5,nircam5-47494,-1,6958.628,2606.6904,4.869999999999996,21.193618146224814,"[21.193618146224814, 21.564670226410783, 21.621133600312927, 21.660352798199643, 21.87284607939581, 21.94448900708551, 22.14343403306176, 22.353736511960776, 22.484431554428667, 22.486836080001662]","[4.869999999999996, 0.5800000000000003, 0.6100000000000003, 4.839999999999995, 0.5500000000000003, 0.6400000000000003, 4.809999999999995, 4.779999999999995, 4.899999999999996, 4.749999999999995]",1942.1066732338556,5365.495427309149,Top,s277-bc-nd,s277,nd,bc,s277-nd,1A,"[4, 5.5]",25.36798583644733,"[356.0, 410.0, 444.0]",,18.906849,22.201965
422,214.92160682289318,52.8677134746781,2,28.81795223114662,31.315814961658504,31.734939213823758,35.19733379761065,63.390573674549756,16.768206641468115,38.9900105583312,-6.583868216204025,8.189218226046934,0.0,19.13540178298384,53.40284613048999,24.86420002481432,2.6085372397515383,3.54104883826272,3.124461550760099,2.480164743072912,1.8820753881330807,4.739881935906867,3.673831085504234,4.690795198882133,5.42765592843141,15379862061918.518,7.772166871455856,13.642940480250143,6.921827250177943,5,nircam5-48859,-1,9074.472,1957.5161,6.55000000000001,23.707911434848544,"[23.707911434848544, 23.73903835505737, 23.96193067053827, 24.18253790186323, 24.475111206867684, 24.898465247972997, 24.914424150176185, 25.301506421874084, 25.66282135039285, 26.070792153953693]","[6.55000000000001, 6.58000000000001, 6.520000000000009, 6.490000000000009, 6.460000000000009, 6.430000000000009, 6.61000000000001, 6.400000000000008, 6.370000000000008, 6.340000000000008]",7097.02621568745,408.4531829377563,Top,s356s444-bc-nd,s356s444,nd,bc,s356s444-nd,1A,"[5.6, 7]",33.21121015251415,"[356.0, 410.0, 444.0]",,22.396656,29.480768
